Région,PIBparHabitant,CroissanceDuPibEntre2011-2015(%),TauxDeChômage,TauxDeScolarisation,IndiceDeDeveloppementHumainIDH,PauvretéAbsolue(%),EspéranceDeVie,NombreDeMédecinsParHabitants,RaccordementsElectriques(%),RaccordementsEau(%),Exportations(enMD),Importations(enMD),EntreprisesIndustrielles10SalariésEtPlus,IndiceDesPrixALaConsommation
Tunisie,5032,1.5,15.4,95.9,0.73,5,75,1/900,99.8,96,33691,45220,1005651,5.3


